key,found,label,first_level,parents
399563001,1,Dysplasia of anus,Clinical finding,32110003
126966009,1,Neoplasm of cranial nerve,Clinical finding,"126950007,73013002"
67787004,1,Tongue tie,Clinical finding,"249387000,60447007,95351003"
10443009,1,Localized infection,Clinical finding,40733004
878795009,1,Transitory deafness,Clinical finding,"15188001,2704003"
33184005,1,Echopraxia,Clinical finding,247917007
262560006,1,Penetrating wound,Clinical finding,125643001
37280007,1,Absent reflex,Clinical finding,106146005
232053004,1,Autosomal recessive retinitis pigmentosa,Clinical finding,"28835009,85995004"
418634005,1,Allergic reaction to substance,Clinical finding,"282100009,419076005"
365386006,1,Exercise tolerance finding,Clinical finding,359752005
17226007,1,Adjustment disorder,Clinical finding,74732009
7199000,1,Tuberous sclerosis syndrome,Clinical finding,"11164009,23853001,363185004,363235000,699346009,78572006"
254794007,1,Angiosarcoma of skin,Clinical finding,"372130007,403977003,424952003"
191519005,1,Dementia associated with another disease,Clinical finding,52448006
60447007,1,Congenital anomaly of tongue,Clinical finding,"128332003,282041002,69244009"
87284002,1,Effects of high altitude,Clinical finding,"419026008,64572001"
173300003,1,Disorder of pregnancy,Clinical finding,"118185001,64572001"
365812005,1,Blood glucose level - finding,Clinical finding,365811003
42228007,1,Acne conglobata,Clinical finding,238745007
64969001,1,Partial congenital absence of teeth,Clinical finding,"410066003,91922000,91946007"
165534000,1,Lymphocyte count abnormal,Clinical finding,165509000
59038002,1,Crushing injury of back,Clinical finding,"125665001,712893003"
716659002,1,Squamous cell carcinoma of head and neck,Clinical finding,"255056009,402815007"
49011004,1,Internal injury of abdominal organ,Clinical finding,"105612003,249561001,284005003,417746004"
57203004,1,Disorder of pulp of tooth,Clinical finding,"105969002,234947003,41188003"
399432003,1,Adenoma of large intestine,Clinical finding,"443416007,92170008"
231496004,1,Hypomania,Clinical finding,21071000119101
18504008,1,Toxic shock syndrome,Clinical finding,"371582002,76571007"
127261001,1,Neoplasm of lymph node of lower limb,Clinical finding,"126655004,127232002"
254237003,1,Aplasia of skin,Clinical finding,95320005
94493005,1,Secondary malignant neoplasm of pleura,Clinical finding,"363433009,94649002"
225565007,1,Perineal pain,Clinical finding,"124734007,30473006"
162290004,1,Dry eyes,Clinical finding,301911000
59890007,1,Paralytic lagophthalmos,Clinical finding,60735000
90823000,1,Infantile eczema,Clinical finding,"239091003,43116000"
84466009,1,Dependent personality disorder,Clinical finding,33449004
399858007,1,Retina finding,Clinical finding,246915008
111303009,1,Sjögren-Larsson syndrome,Clinical finding,"238017009,239057002,64162006"
424860001,1,Low income,Clinical finding,365552003
363420003,1,Malignant retroperitoneal tumor,Clinical finding,"126872008,188366002"
301980006,1,Finding of visual field,Clinical finding,301978000
54385001,1,Exanthema subitum,Clinical finding,43591003
285596009,1,Injury of peripheral nerve plexus,Clinical finding,"2231001,73590005"
11164009,1,Autosomal dominant hereditary disorder,Clinical finding,1899006
300145002,1,Lesion of tympanic membrane,Clinical finding,247258005
91249009,1,Criminal behavior,Clinical finding,284490008
417094009,1,Valvular sclerosis,Clinical finding,"128599005,368009"
46619002,1,Congenital heart block,Clinical finding,"233916004,315027009"
50715003,1,Pure red cell aplasia,Clinical finding,"127035006,165423001,414022008"
235035004,1,Biting of oral mucosa,Clinical finding,128046007
247323005,1,Tightness in throat,Clinical finding,"299954009,300275004"
1563006,1,Protein S deficiency disease,Clinical finding,"105604006,234467004"
22043005,1,Noninflammatory disorder of uterus,Clinical finding,"12337004,2526004"
48880000,1,Postcoital bleeding,Clinical finding,"131148009,251652004"
423451008,1,Infection due to anaerobic bacteria,Clinical finding,87628006
442096005,1,Measurement finding outside reference range,Clinical finding,118245000
237296008,1,Morbidly adherent placenta,Clinical finding,28911003
28826002,1,Sialolithiasis,Clinical finding,"10890000,300257000,313413008"
77978002,1,Persistent left superior vena cava,Clinical finding,70195006
237722004,1,Empty sella syndrome,Clinical finding,118945008
118938008,1,Disease of mouth,Clinical finding,"118934005,423066003,50410009"
235887001,1,Rupture of liver,Clinical finding,243978007
2415007,1,Lumbosacral radiculopathy,Clinical finding,"239953001,246595001,285599002,410730009,609611008,72274001,822988000"
231791008,1,Rupture of globe,Clinical finding,"11131000119108,231794000,301905003"
82500001,1,Wolman's disease,Clinical finding,715923003
254532005,1,Neoplasm of digestive organ,Clinical finding,"128348002,76712006"
195353004,1,Granulomatosis with polyangiitis,Clinical finding,"407530004,722191003"
314137006,1,Urine nitrite positive,Clinical finding,"301830001,441742003"
371481006,1,Neoplasm of eye region,Clinical finding,"126631009,371409005"
103406000,0,,,"126631009,371409005"
232217008,1,Congenital deformity of pinna,Clinical finding,"232216004,276655000,92937004"
365550006,1,Financial circumstances - finding,Clinical finding,"108329005,365523001"
95214007,1,Primary malignant neoplasm of liver,Clinical finding,"93839008,93870000"
15555002,1,Acute pericarditis,Clinical finding,"128482007,128487001,3238004"
298179002,1,Finding of joint movement,Clinical finding,298325004
281795003,1,Inflamed tonsils,Clinical finding,249392003
95640005,1,Disorder of brain stem,Clinical finding,81308009
38296007,1,Congenital anomaly of ovary,Clinical finding,"205681004,363024001,47583008,5552004,59035004"
44653001,1,Erysipelas,Clinical finding,"123951002,278037002,367338000,371310004,721743009"
52845002,1,Nephritis,Clinical finding,"363169009,373406006,767094002"
253549006,1,Ventricular septal abnormality,Clinical finding,"128599005,415991003"
423746001,1,Adenocarcinoma of pelvis,Clinical finding,"363484005,443961001"
409623005,1,Respiratory insufficiency,Clinical finding,50043002
266263009,1,Embolism and thrombosis of the abdominal aorta,Clinical finding,"274101000,77731000119106,84272007"
76012002,1,Fetal or neonatal effect of complication of labor and/or delivery,Clinical finding,"199745000,206035009"
200727009,1,Scalp infection,Clinical finding,"238922006,363166002"
47340003,1,Birth weight finding,Clinical finding,118188004
102849002,1,Lipiduria,Clinical finding,106102002
762305005,1,Degeneration of spine,Clinical finding,"363059001,699699005"
49601007,1,Disorder of cardiovascular system,Clinical finding,"106063007,362965005"
238017009,1,Disorder of lipid storage and metabolism,Clinical finding,48286001
125590005,1,Injury of tracheobronchial tree,Clinical finding,"233776003,282446002"
9067002,1,Edema of oral soft tissues,Clinical finding,"118654009,41188003"
254827004,1,Lipomatous tumor,Clinical finding,55342001
27712000,1,Hypervitaminosis D,Clinical finding,53798001
62315008,1,Diarrhea,Clinical finding,88111009
111467008,1,Fetal OR neonatal hemorrhage,Clinical finding,"131148009,414025005"
234347009,1,Anemia of chronic disease,Clinical finding,271737000
212032004,1,Burn of mouth and pharynx,Clinical finding,"35447004,87177002"
6480001000004101,1,Mass of pleura,Clinical finding,"300851005,440299000,88075009"
9560001000004102,1,Mass of vocal cord,Clinical finding,"299703001,300851005,301218000,57781000"
70933002,1,Aortitis,Clinical finding,"47040006,724597006"
87317003,1,Respiratory arrest,Clinical finding,409622000
128277003,1,Cellulitis of head,Clinical finding,"128045006,363176004"
95509009,1,Congenital strabismus,Clinical finding,"127329003,22066006,371409005,87290003"
118250006,1,Voice finding,Clinical finding,118231006
95935000,1,Victim of burglary,Clinical finding,95934001
366271007,1,Urethral sphincter function - finding,Clinical finding,249300001
20372007,1,Tuberculosis of prostate,Clinical finding,"240379005,281801000009108,447330002,61500009"
237460007,1,Disorder of nipple,Clinical finding,"248819006,79604008"
71785001,1,Water intoxication syndrome,Clinical finding,"1860003,89627008"
88169003,1,Peptic ulcer with perforation,Clinical finding,"13200003,51875005"
129129003,1,Infectious peritonitis,Clinical finding,"128070006,48661000,95880003"
243817005,1,Oral contraception status,Clinical finding,243816001
63593006,1,Supraventricular premature beats,Clinical finding,"29717002,33413000,72654001"
414014001,1,Disease due to Flaviviridae,Clinical finding,40610006
442686002,1,Measurement finding below reference range,Clinical finding,442096005
57662003,1,Injury of blood vessel,Clinical finding,"27550009,282026002,282728007"
127294003,1,Traumatic or nontraumatic brain injury,Clinical finding,"127296001,128126004,81308009"
385342005,1,Bone density finding,Clinical finding,"118953000,127325009"
450878002,1,Mass of palatine tonsil,Clinical finding,"23023009,300851005,300855001,33431000119109,432525007"
61758007,1,Exstrophy of bladder sequence,Clinical finding,"105989001,37939008"
8510008,1,Reduced mobility,Clinical finding,82971005
309779001,1,Meibomianitis,Clinical finding,"246835005,3441005,41446000,703938007"
387603000,1,Impairment of balance,Clinical finding,298304004
72211003,1,Laryngeal granuloma,Clinical finding,"299703001,300851005,301210007,45913009"
92691004,1,Carcinoma in situ of prostate,Clinical finding,"126906006,92653004"
55827005,1,Left ventricular hypertrophy,Clinical finding,"253535002,266249003"
289299005,1,Umbilical cord finding,Clinical finding,"249537008,313130001"
17128000,1,Congenital eventration of diaphragm,Clinical finding,"34168003,88386004"
18963009,1,Mood swings,Clinical finding,106131003
363027008,1,Congenital anomaly of body wall,Clinical finding,"276654001,399986003"
281107009,1,Infective food poisoning,Clinical finding,"40733004,75258004"
197352008,1,Toxic hepatitis,Clinical finding,128241005
11197005,1,Hydromyelia,Clinical finding,"253098009,299735001,81042008"
64445006,1,Glare,Clinical finding,308923001
95378001,1,Injection site hypersensitivity,Clinical finding,"473010000,95376002"
365714001,1,Height / growth finding,Clinical finding,365605003
73063007,1,Colicky pain,Clinical finding,410720000
284220000,1,Burn of genitalia,Clinical finding,"284192008,447259000"
239164002,1,Wound discharge,Clinical finding,225551005
366140006,1,Method of breathing - finding,Clinical finding,301282008
397073000,1,Macrocytosis,Clinical finding,365622001
302865004,1,Non-diabetic disorder of endocrine pancreas,Clinical finding,17346000
85777005,1,Dacryocystitis,Clinical finding,"246867008,27091000119107,363169009,363171009,363176004"
83942000,1,Acute disseminated encephalomyelitis,Clinical finding,"128482007,308634000,451971000124105,62950007,95643007"
42982001,1,Sialoadenitis,Clinical finding,"10890000,128999004,363169009,363176004"
446225009,1,Poisoning by beryllium,Clinical finding,767163000
6118003,1,Demyelinating disease of central nervous system,Clinical finding,80690008
247782004,1,Excessive self-esteem,Clinical finding,118192006
235494005,1,Chronic pancreatitis,Clinical finding,"128284006,128294001,75694006"
128998007,1,Inflammatory disorder of the cardiovascular system,Clinical finding,"363171009,49601007"
61627001,1,Hyperchlorhydria,Clinical finding,386211005
78011002,1,Flail chest,Clinical finding,"1003502008,1261007"
86203003,1,Polyhydramnios,Clinical finding,"388605009,72860003"
733371004,1,Open wound of abdomen,Clinical finding,"105615001,725155003"
248208000,1,Parkinsonian facies,Clinical finding,248196002
231824001,1,Benign tumor of eyelid,Clinical finding,"278697001,721545000,92098009"
613003,1,Fragile X syndrome,Clinical finding,"110359009,128430005,205720009,363070008,65094009"
16997008,1,Neonatal agitation,Clinical finding,"37145001,44548000"
49765009,1,Hyperpigmentation of skin,Clinical finding,"40449001,46690002"
400186008,1,Neoplasm of integumentary system,Clinical finding,"128598002,300848003,55342001"
62479008,1,AIDS,Clinical finding,"33286000,363161007,81000119104"
421092003,1,Allergic disorder of respiratory system,Clinical finding,"50043002,781474001"
17849001,1,Respiratory condition of fetus OR newborn,Clinical finding,"106012007,50043002"
271801002,1,Taste sense altered,Clinical finding,76489005
105700009,1,Disease due to superfamily Trichinelloidea,Clinical finding,84706005
106126000,1,Emotional state finding,Clinical finding,36456004
7822001,1,Failed attempted termination of pregnancy complicated by damage to pelvic organ and/or tissues,Clinical finding,"105612003,282771003,284005003,59919008,609620004,700006000"
61070002,1,Erythrophagocytosis,Clinical finding,106200001
32398004,1,Bronchitis,Clinical finding,"128997002,363169009,41427001"
309091003,1,Infective balanitis,Clinical finding,"309090002,44882003"
276323006,1,Finding of color of skin,Clinical finding,"106076001,365954007"
816995008,1,Rough skin,Clinical finding,"106076001,69707008"
131128002,1,Increased ascorbic acid,Clinical finding,123995008
94264008,1,Secondary malignant neoplasm of soft tissues,Clinical finding,"128462008,269469005"
67853001,1,Polyp of urethra,Clinical finding,"135521000119103,441456002"
77880009,1,Rectal pain,Clinical finding,"197232005,21522001,249597005"
10509002,1,Acute bronchitis,Clinical finding,"111273006,128482007,32398004"
301325005,1,Finding of general energy,Clinical finding,359752005
63757006,1,Osler's node,Clinical finding,108365000
80141007,1,Hemoglobinopathy,Clinical finding,38292009
39181008,1,Radiculoplexus neuropathy due to diabetes mellitus,Clinical finding,"128239009,422088007,609611008"
250338000,1,Extrinsic coagulation pathway finding,Clinical finding,250327000
416439000,1,Lipogranuloma,Clinical finding,128139000
699063001,1,Injury of hip and thigh,Clinical finding,"125600009,7523003"
166583007,1,C-reactive protein normal,Clinical finding,"365805001,442082004"
7265005,1,"Glycogen storage disease, type I",Clinical finding,"6075009,85995004"
105995000,1,Disorder of teeth AND/OR supporting structures,Clinical finding,"116337000,118938008,37156001"
249355003,1,Nasal turbinate finding,Clinical finding,249342004
24075007,1,Abnormal intraocular pressure,Clinical finding,302157000
204299009,1,Dextrotransposition of aorta,Clinical finding,93305002
22240003,1,Pericoronitis,Clinical finding,"234947003,80034003"
399072004,1,Bladder neck obstruction,Clinical finding,236645006
767712006,1,Factor IX deficiency,Clinical finding,86075001
34528009,1,Familial hypertriglyceridemia,Clinical finding,238083002
788192009,1,Fracture of multiple bones,Clinical finding,125605004
278453007,1,Acute biphenotypic leukemia,Clinical finding,91857003
6282000,1,Congenital anomaly of vas deferens,Clinical finding,"30908009,83228001"
88202002,1,Alteration in nutrition: less than body requirements,Clinical finding,"129844000,47563007"
92298003,1,Benign neoplasm of pleura,Clinical finding,"126719004,269481009,286905003"
239754004,1,Persistent dislocation of joint,Clinical finding,108367008
418143002,1,Cerebral degeneration,Clinical finding,52522001
82271004,1,Injury of head,Clinical finding,"118934005,897601009"
229727006,1,Velopharyngeal inadequacy,Clinical finding,"111235007,75047002,75860007"
274783007,1,Ketonuria,Clinical finding,"365753005,785672002"
55860008,1,Stenosis of stomach,Clinical finding,"29384001,300296006,95520009"
123657001,1,Congenital stenosis of cardiac valve,Clinical finding,"44241007,70320004"
262921003,1,Injury of testis,Clinical finding,"300492006,43566003,64910008"
72670004,1,Sign,Clinical finding,118222006
27614006,1,Intracranial abscess,Clinical finding,"118934005,128477000,85974009"
68574006,1,Cortical blindness,Clinical finding,"105597003,128329001"
297950006,1,Finding related to bruising,Clinical finding,106076001
150561000119100,1,Disorder of fallopian tube and ovary,Clinical finding,"128134005,5552004"
70835005,1,Disorder of basal ganglia,Clinical finding,81308009
197811007,1,Vesicoureteric reflux,Clinical finding,128073008
82721000119103,1,Enlargement of lacrimal gland,Clinical finding,95766002
135521000119103,1,Mass of urethra,Clinical finding,"300857009,4985009"
15729761000119105,1,Arthropathy of left hip joint,Clinical finding,"428097001,451431000124104"
50081000119107,1,Mass of spleen,Clinical finding,"249561001,271860004,300853008"
146081000119104,1,Lung disease due to connective tissue disorder,Clinical finding,19829001
429448005,1,Congenital anomaly of anterior segment of eye,Clinical finding,"128535002,19416009"
128605003,1,Disorder of extremity,Clinical finding,"302293008,64572001"
366173004,1,Sinus node function - finding,Clinical finding,366172009
247389006,1,Intercostal neuralgia,Clinical finding,"25416002,29857009,414252009"
95837007,1,Central cyanosis,Clinical finding,"3415004,389087006"
126770008,1,Neoplasm of lip,Clinical finding,"126601003,126632002,126797001,301350008,90678009"
57138009,1,Pseudopapilledema,Clinical finding,128331005
79879001,1,Breath smells unpleasant,Clinical finding,366236007
233692000,1,Cryptogenic pulmonary eosinophilia,Clinical finding,"320150004,367542003"
364764003,1,Pain threshold - finding,Clinical finding,22253000
231857004,1,Giant papillary conjunctivitis,Clinical finding,"246899002,68659002,781474001"
373382006,1,Disorder of oculomotor system,Clinical finding,128127008
123526007,1,Delay in sexual development AND/OR puberty,Clinical finding,"248290002,271616002"
23387001,1,Perforation of esophagus,Clinical finding,"300286002,320934008,51875005"
88923002,1,Progressive muscular atrophy,Clinical finding,"128283000,362975008,37340000"
363355002,1,Malignant tumor of adrenal gland,Clinical finding,"127021009,363420003,371982006,448882009"
234118009,1,Capillary malformation,Clinical finding,"400159008,58729003"
37936001,1,Gradenigo's syndrome,Clinical finding,"302884001,34997001,422426003,55996006"
164912004,1,EKG: P wave abnormal,Clinical finding,"102594003,365410006"
275504005,1,Lung cyst,Clinical finding,"19829001,309529002,441457006"
365616005,1,Hematocrit - finding,Clinical finding,"106200001,118245000"
371973000,1,Malignant neoplasm of uterus,Clinical finding,"126908007,363484005,363514001,448882009"
128048008,1,Disorder of ilium,Clinical finding,"118935006,417166003,700011003,76069003"
123952009,1,Disorder of nasopharynx,Clinical finding,"232339008,249362007,75860007"
216325001,1,Acquired hyperbilirubinemia,Clinical finding,14783006
271834000,1,Burping,Clinical finding,300370006
38362002,1,Dengue,Clinical finding,111865007
247258005,1,Tympanic membrane finding,Clinical finding,300162007
738778005,1,Intraoperative complication,Clinical finding,738668004
726490008,1,Stenosis of artery,Clinical finding,"239953001,359557001"
106159002,1,Ninth cranial nerve finding,Clinical finding,"106150003,246605000"
700079006,1,Disorder of female perineum,Clinical finding,"289849003,609621000"
73391008,1,Dysplasia of cervix,Clinical finding,"289794001,63339007"
300932000,1,Uvulitis,Clinical finding,"109800008,128349005,128999004"
6020002,1,Tinea pedis,Clinical finding,"14560005,299990002,400202001,47382004"
73817000,1,Enteritis due to radiation,Clinical finding,"105612003,128999004,284005003,363169009,47771009,85919009,85983004"
30596009,1,Absent body position sense,Clinical finding,"299937001,33653009"
12377007,1,Increased central venous pressure,Clinical finding,"24184005,366162006,38936003"
57433008,1,Reflux gastritis,Clinical finding,4556007
94297009,1,Secondary malignant neoplasm of female breast,Clinical finding,"145501000119108,372064008"
274521009,1,Electroencephalogram abnormal,Clinical finding,"164718005,292003"
301358001,1,Pain of cardiovascular structure,Clinical finding,"106063007,279001004"
238083002,1,Primary hypertriglyceridemia,Clinical finding,302870006
397827003,1,Growth hormone deficiency,Clinical finding,"51742006,74728003"
53763004,1,Sexual aggression,Clinical finding,473013003
20995005,1,Tinel's sign,Clinical finding,"116310002,299048005"
254467007,1,"Tumor of ear, nose and throat",Clinical finding,"232208008,255055008"
2776000,1,Delirium,Clinical finding,286933003
102915009,1,Nosophobia,Clinical finding,"247855001,386808001"
445144002,1,Deformity of limb,Clinical finding,"302293008,417893002"
201219009,1,Infantile acne,Clinical finding,"11381005,239091003"
400088006,1,Scarring alopecia,Clinical finding,"56317004,70582006"
248536006,1,Finding of functional performance and activity,Clinical finding,118228005
299949000,1,Named sensory sign,Clinical finding,"271712005,72670004"
242605002,1,Human bite,Event,782161000
74669004,1,Cardiac cirrhosis,Clinical finding,"19943007,76281005"
289922002,1,Mass of ovary,Clinical finding,"289840004,300859007,445039006"
609410002,1,Necrosis of anatomical site,Clinical finding,417163006
105602005,1,Quantitative abnormality of granulocytes,Clinical finding,"105600002,234574006"
95575002,1,Obstruction of pelviureteric junction,Clinical finding,"766956009,86249007"
79191007,1,Congenital anomaly of muscle AND/OR tendon,Clinical finding,73573004
83287008,1,Increased functional residual capacity,Clinical finding,301282008
267607008,1,Familial periodic paralysis,Clinical finding,26111005
106028002,1,Musculoskeletal finding,Clinical finding,404684003
7724006,1,Nephritic syndrome,Clinical finding,"29738008,36171008,371020003"
40492006,1,Bladder dysfunction,Clinical finding,249585009
192044009,1,Stress reaction causing mixed disturbance of emotion and conduct,Clinical finding,67195008
386817001,1,Behavior problem of childhood and adolescence,Clinical finding,844005
46849003,1,Pseudodementia,Clinical finding,106137004
28630001,1,Narrow QRS complex,Clinical finding,365415001
90070003,1,Traumatic pneumothorax,Clinical finding,"127275008,262525000,36118008,417746004"
442326005,1,Cloudy peritoneal dialysis effluent,Clinical finding,341000124104
53206008,1,Fistula of bile duct,Clinical finding,"118926004,735426009"
85974009,1,Intracranial mass,Clinical finding,432525007
301227004,1,Tracheobronchial finding,Clinical finding,"301228009,301229001"
71851009,1,Gastric volvulus,Clinical finding,"126765001,29384001"
188800003,1,Benign tumor of nasopharynx,Clinical finding,"126680004,92131002,92293007"
250240007,1,Dimorphic red blood cell population,Clinical finding,250239005
399957001,1,Peripheral arterial occlusive disease,Clinical finding,840580004
62250003,1,Arachnodactyly,Clinical finding,"276655000,445144002,92907008"
297983004,1,Finding of appearance of nail,Clinical finding,247480006
11263005,1,Vascular disease of the skin,Clinical finding,"27550009,95320005"
302079008,1,Finding of state at birth,Clinical finding,118188004
165076002,1,Cardiac function test abnormal,Clinical finding,250906000
5332004,1,Oculogyric crisis,Clinical finding,301904004
83156004,1,Sense of smell impaired,Clinical finding,106151004
109993000,1,Chronic myeloproliferative disorder (clinical),Clinical finding,"414823004,414824005,414825006,425333006"
87252009,1,Gastric polyposis,Clinical finding,78809005
118185001,1,Finding related to pregnancy,Clinical finding,248982007
372137005,1,Primary malignant neoplasm of breast,Clinical finding,"254837009,94111002"
77225009,1,Blind loop syndrome,Clinical finding,"119522002,32230006"
5758002,1,Bacteremia,Clinical finding,434156008
95870002,1,Vaccination failure,Clinical finding,73395004
63102001,1,Visual disturbance,Clinical finding,95677002
20307000,1,Ariboflavinosis,Clinical finding,47903000
34430009,1,Rupture of uterus,Clinical finding,"105612003,12337004,127277000,284005003,289662001"
32595002,1,Mononeuritis,Clinical finding,"128189008,128192007"
65363002,1,Otitis media,Clinical finding,"363169009,43275000,68996008"
302931004,1,Disorder of hair color,Clinical finding,279425004
40787005,1,Conjunctival degeneration,Clinical finding,"59698003,62585004"
61267008,1,Retinal neovascularization,Clinical finding,"11131000119108,239953001,301905003,57534004"
247848003,1,Fear of animals,Clinical finding,247845000
67624004,1,Abscess of Bartholin's gland,Clinical finding,"312125005,69430001,721593006"
301096006,1,Finding of left ventricle,Clinical finding,471511000124109
237821001,1,Hermaphroditism,Clinical finding,127345001
86269002,1,Injury of sciatic nerve,Clinical finding,"129136002,52585001,7523003"
78077007,1,Battered spouse syndrome,Clinical finding,"225824003,90774003"
22994000,1,Hyporeflexia,Clinical finding,46670006
225533009,1,Sexually disinhibited behavior,Clinical finding,"106143002,247977003"
10706006,1,Tuberculosis of central nervous system,Clinical finding,"128561003,39367000,406594003,56717001"
235986006,1,Fungal peritonitis,Clinical finding,"129129003,3218000"
418471000,1,Propensity to adverse reactions to food,Clinical finding,418038007
123559005,1,Congenital anomaly of radius,Clinical finding,"128132009,298756009,66510004,8447006"
35708002,1,Abscess of perineum,Clinical finding,"300569009,49298003,609621000"
39804004,0,,,"300569009,49298003,609621000"
7036007,1,Pericardial friction rub,Clinical finding,"106070007,301123005"
238673000,1,Granulomatous disorder of the skin and subcutaneous tissue,Clinical finding,"128561003,363168001"
255057000,1,Benign tumor of head and neck,Clinical finding,"20376005,255055008"
365649001,1,Erythrocyte sedimentation rate - finding,Clinical finding,"106200001,118245000"
93478000,1,Intraocular hemorrhage,Clinical finding,"11131000119108,246681007"
19750001,1,Pseudolymphoma,Clinical finding,"111590001,128863005"
70737009,1,"Mucopolysaccharidosis, MPS-II",Clinical finding,"11380006,128430005,235903001,363080007"
879910002,1,Finding of bone of lower limb,Clinical finding,"116312005,118953000"
27942005,1,Shock,Clinical finding,2704003
195878008,1,Pneumonia and influenza,Clinical finding,"233604007,6142004"
32038009,1,Abscess of gallbladder,Clinical finding,"138561000119104,47493003,735425008"
402939001,1,Bacterial pyoderma,Clinical finding,"128936008,70759006,721267000"
726523002,1,Cold injury,Clinical finding,"241967006,400209005"
206331005,1,Infections specific to perinatal period,Clinical finding,"40733004,415073005"
366075008,1,Ocular fixation projection - finding,Clinical finding,366073001
69328002,1,Distress,Clinical finding,365860008
399269003,1,Arthropathy,Clinical finding,"118952005,785875003,88230002"
92069005,1,Benign neoplasm of soft tissue,Clinical finding,"20376005,387837005"
20602000,1,Indifference,Clinical finding,"106131003,225652009,365462008"
282746001,1,Autonomic nerve injury,Clinical finding,"277879009,57182000"
278650002,1,Edentulous,Clinical finding,"234948008,300233000"
122003,1,Choroidal hemorrhage,Clinical finding,"128468007,93478000"
397434007,1,Infection due to Corynebacterium,Clinical finding,"371582002,721751007"
55631001,1,Congenital anomaly of testis,Clinical finding,"205681004,4406004,64910008"
365092005,1,Finding related to ability to mobilize,Clinical finding,364833005
31481000,1,Vascular anomaly of umbilical cord,Clinical finding,"128052008,90009001"
68345001,1,Apraxia,Clinical finding,299734002
102948009,1,Sexual inhibition,Clinical finding,"106143002,118201000"
23289000,1,Abnormal color vision,Clinical finding,"301979008,7973008"
166649005,1,Gamma-glutamyl transferase level abnormal,Clinical finding,"442096005,697974000"
197582001,1,Acute glomerulonephritis associated with another disorder,Clinical finding,19351000
111566002,1,Acquired hypothyroidism,Clinical finding,40930008
66510004,1,Congenital anomaly of upper limb,Clinical finding,"118947000,60475009"
21454007,1,Subarachnoid hemorrhage,Clinical finding,"450362008,450376009"
105635000,1,Disease due to Retroviridae,Clinical finding,34014006
269475001,1,Malignant tumor of lymphoid hemopoietic and related tissue,Clinical finding,"363346000,414825006"
314531003,1,Burn of anterior eyeball segment,Clinical finding,"128535002,770555009"
81059003,1,Emission,Clinical finding,249230006
206200000,1,Cephalhematoma due to birth trauma,Clinical finding,"111467008,274179004,284003005,395183000,432525007,56110009,82271004"
34168003,1,Diaphragmatic eventration,Clinical finding,48475001
66936004,1,Identity disorder,Clinical finding,74732009
783736003,1,Malignant melanoma of mucous membrane,Clinical finding,"276320009,300848003,372244006,95351003"
95608006,1,Necrosis of placenta,Clinical finding,"125586008,609410002"
238968009,1,Vulvodynia,Clinical finding,"162145001,5089007"
20045006,1,Delayed menopause,Clinical finding,"248842004,276477006"
52813007,1,Ego-dystonic sexual orientation,Clinical finding,365956009
417357006,1,Sickling disorder due to hemoglobin S,Clinical finding,416417002
67362008,1,Aortic aneurysm,Clinical finding,"26660001,29721000119101,301433005"
237559000,1,Thyroid hormone resistance syndrome,Clinical finding,50375007
57335002,0,,,50375007
84172003,1,Spondylitis,Clinical finding,"274144001,430886005"
20897003,1,Atrophy of breast,Clinical finding,"362975008,79604008"
237985009,1,Pearson's syndrome,Clinical finding,"237981000,41841004,63565007"
285302001,1,Cyst of skin,Clinical finding,"297960002,441457006,95324001"
398155003,1,Chronic anterior uveitis,Clinical finding,"27624003,410692006"
721739005,1,Infection caused by Listeria,Clinical finding,371582002
78667006,1,Dysthymia,Clinical finding,35489007
21323007,1,Calcinosis cutis,Clinical finding,"238944001,40449001,6595006,95324001"
66379009,1,Bacterial overgrowth syndrome,Clinical finding,312108008
7200002,1,Alcoholism,Clinical finding,"2403008,719848005"
68640004,1,Ulceration of vulva,Clinical finding,"289474006,429040005,5089007"
11296007,1,Stenosis of trachea,Clinical finding,"1081201000112100,47125007"
34037000,1,Microaneurysm of retinal artery,Clinical finding,"247109000,247126006,301432000,301905003"
111861003,1,Herpes zoster with nervous system complication,Clinical finding,"116223007,240468001,363171009"
13557007,1,Infestation by bed bug,Clinical finding,71571008
200138003,1,Vacuum extractor delivery - delivered,Clinical finding,"289258004,289261003"
73162004,1,Posttransfusion purpura,Clinical finding,302873008
24010005,1,Aphakia,Clinical finding,"10810001,11131000119108"
87711004,0,,,"10810001,11131000119108"
81780002,1,Beckwith-Wiedemann syndrome,Clinical finding,"18735004,270516002,363070008,363080007,363104002,363235000,48637007,699346009,80849007"
94068003,1,Primary malignant neoplasm of spinal cord,Clinical finding,"363475005,93686005,93744007"
388980004,1,Third cranial nerve weakness,Clinical finding,60750009
57630001,1,First trimester pregnancy,Clinical finding,366323009
237854004,1,Increased anion gap,Clinical finding,237840007
274718005,1,Orchitis,Clinical finding,"128478005,64910008"
45342007,1,Yellow nails,Clinical finding,89077005
364830008,1,Position of body and posture - finding,Clinical finding,404684003
236019001,1,Tumor of peritoneum and retroperitoneum,Clinical finding,"126865007,126872008"
127262008,1,Neoplasm of inguinal lymph nodes,Clinical finding,"126645003,127261001"
29384001,1,Disorder of stomach,Clinical finding,"118434000,118948005,119291004,76712006"
285597000,1,Peripheral nerve injury of head and neck,Clinical finding,23119003
232349006,1,Allergy to house dust,Clinical finding,390952000
